kind,ref_anchor,ref_type,ref_status,blind_file_line,blind_type,blind_status,ref_quote,blind_quote
FIELD-DIFF,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:330,result,superseded,大审查/混元/实验设计.md:330,result,verified,平铺 **0.781** vs 层次化 0.619 | 层次化更差 ✅（否定性假设成立,平铺**0.781**vs层次化0.619|层次化更差✅（否定性假设成立
FIELD-DIFF,大审查/codebuddy/mem-evolve-sandbox_交接/docs/实验设计.md:285,method,open,大审查/混元/实验设计.md:285,method,verified,"验证一条护栏前，必须先构造它所防范的危险。在 clean 地形下""违反某条红线也没差别""**不构成否定该红线的证据**（","验证一条护栏前，必须先构造它所防范的危险。在clean地形下""违反某条红线也没差别""**不构成否定该红线的证据"
FIELD-DIFF,大审查/混元/bootstrap_自演化架构设计方案.md:109,method,open,大审查/混元/bootstrap_自演化架构设计方案.md:109,method,verified,"配对比较（paired）而非绝对分**——同任务对比，消除""任务难度""混淆。方差比独立比较小一个量级","配对比较（paired）而非绝对分**——同任务对比，消除""任务难度""混淆。"
FIELD-DIFF,大审查/混元/bootstrap_自演化架构设计方案.md:85,method,open,大审查/混元/bootstrap_自演化架构设计方案.md:85,method,verified,法层永远改不了元层——**系统无法修改评判自己的尺子,法层永远改不了元层——**系统无法修改评判自己的尺子**。
FIELD-DIFF,大审查/混元/bootstrap_自演化架构设计方案.md:54,verdict,open,大审查/混元/bootstrap_自演化架构设计方案.md:54,verdict,verified,防作弊靠结构约束，不靠更聪明的检测,防作弊靠结构约束，不靠更聪明的检测**。
FIELD-DIFF,大审查/混元/bootstrap_自演化架构设计方案.md:20,verdict,open,大审查/混元/bootstrap_自演化架构设计方案.md:20,verdict,verified,"有了自演化，eval 才有被持续校正的可能""**。两者是共生关系，不是先后关系","有了自演化，eval才有被持续校正的可能""**。"
FIELD-DIFF,大审查/混元/README_内核.md:175,hypothesis,open,大审查/混元/README_内核.md:175,method,open,（真值）排序**——真实系统里真值不可直接获得,`_prune`用`entry.quality`（真值）排序**——真实系统里真值不可直接获得，
FIELD-DIFF,大审查/混元/README_内核.md:141,result,verified,大审查/混元/README_内核.md:141,verdict,verified,立即重锚 ≈ 无审计**（−0.0350）——因为重锚等于放弃纠错,立即重锚≈无审计**（−0.0350）——因为重锚等于放弃纠错。
FIELD-DIFF,大审查/混元/README_内核.md:121,verdict,open,大审查/混元/README_内核.md:121,verdict,verified,审计是保险，不是投资**（E25 已指出：成本从 10 涨到 170，效用/成本跌 15 倍）,审计是保险，不是投资**（E25已指出：成本从10涨到170，效用/成本跌15倍）。
FIELD-DIFF,大审查/混元/README_内核.md:118,verdict,open,大审查/混元/README_内核.md:118,verdict,superseded,E110 的 +0.162 是在【有漂移/污染】的世界里测的,E110的+0.162是在【有漂移/污染】的世界里测的。**
FIELD-DIFF,大审查/混元/README_内核.md:40,parameter,open,大审查/混元/README_内核.md:40,method,verified,大幅度变异 | E104/E106 | 1.0→2.0 收益 +0.097,`mutate(scale)`|大幅度变异|E104/E106|1.0→2.0收益+0.097|
FIELD-DIFF,大审查/混元/README_内核.md:38,method,open,大审查/混元/README_内核.md:38,method,verified,judge 数字不可对外 | **E85**（膨胀 349×） | `__str__` 返回 `<judge:inter,`JudgeScore`|judge数字不可对外|**E85**（膨胀349×）|`__str__`返回`<judge:
FIELD-DIFF,大审查/混元/README_内核.md:27,method,open,大审查/混元/README_内核.md:27,method,verified,元层隔离是能力式的**：`Meta` 是 `@dataclass(frozen=True,元层隔离是能力式的**：`Meta`是`@dataclass(frozen=True)`，
FIELD-DIFF,大审查/混元/HANDOVERv4.md:336,method,open,大审查/混元/HANDOVERv4.md:336,method,verified,回退/回滚不是无条件正确的动作：必须先判别退化原因（配置跑飞→回退 / 世界变了→重锚）,回退/回滚不是无条件正确的动作：必须先判别退化原因（配置跑飞→回退/世界变了→重锚）**|
FIELD-DIFF,大审查/混元/HANDOVERv4.md:259,method,open,大审查/混元/HANDOVERv4.md:259,method,verified,任何新实验默认 **20 对起**；预期效应 <0.03 需 **44 对,任何新实验默认**20对起**；预期效应<0.03需**44对**。
FIELD-DIFF,大审查/混元/HANDOVERv4.md:254,result,verified,大审查/混元/HANDOVERv4.md:254,verdict,verified,第二十八轮用 44 对重测，三条阴性结论全错，其中两条方向相反,第二十八轮用44对重测，三条阴性结论全错，其中两条方向相反：
FIELD-DIFF,大审查/混元/HANDOVERv4.md:245,result,verified,大审查/混元/HANDOVERv4.md:245,parameter,verified,10 个种子的标准误 = 0.022  →  可检出的最小效应 ≈ 0.062,10个种子的标准误=0.022→可检出的最小效应≈0.062
FIELD-DIFF,大审查/混元/HANDOVERv4.md:227,result,verified,大审查/混元/HANDOVERv4.md:227,verdict,verified,回退的价值取决于退化原因，且符号相反**（E133，配对 n=44,回退的价值取决于退化原因，且符号相反**（E133，配对n=44）：
FIELD-DIFF,大审查/混元/HANDOVERv4.md:216,verdict,open,大审查/混元/HANDOVERv4.md:216,verdict,verified,已缓解，需重新标定** —— 见 `P0验证_展示权重爆炸.md`。现象真实（弱信号+盲评 surf 占比 81.5%，,**展示权重膨胀**（原E112描述）|**已缓解，需重新标定**——见`P0验证_展示权重爆炸.md`。现象真实（弱信
FIELD-DIFF,大审查/混元/HANDOVER.md:292,parameter,verified,大审查/混元/HANDOVER.md:292,verdict,verified,3 个不可能性 · 19 条负面清单 · 4 个配对原则 · 23 次实验设计失败记录,3个不可能性·19条负面清单·4个配对原则·23次实验设计失败记录**。
FIELD-DIFF,大审查/混元/HANDOVER.md:216,hypothesis,open,大审查/混元/HANDOVER.md:216,verdict,superseded,E112：展示权重爆炸到 7–27（40×），而回退次数几乎不变——审计几乎没拦住,E112：展示权重爆炸到7–27（40×），而回退次数几乎不变——审计几乎没拦住**|
FIELD-DIFF,大审查/混元/HANDOVER.md:156,verdict,refuted,大审查/混元/HANDOVER.md:156,verdict,superseded,回滚到历史配置应对漂移 | E27（+0.024 vs 继续演化 +0.022，几乎无差）,回滚到历史配置应对漂移|E27（+0.024vs继续演化+0.022，几乎无差）|
FIELD-DIFF,大审查/混元/HANDOVER.md:124,parameter,verified,大审查/混元/HANDOVER.md:124,result,superseded,自演化内核 v1**（504 行） | **27 项验收测试全过,自演化内核v1**（504行）|**27项验收测试全过**|
FIELD-DIFF,大审查/混元/HANDOVER.md:110,verdict,verified,大审查/混元/HANDOVER.md:110,verdict,open,真实 LLM-as-judge 从未被真正测过**（代码扫描确认 0 次）,真实LLM-as-judge从未被真正测过**（代码扫描确认0次）。
FIELD-DIFF,大审查/混元/HANDOVER.md:99,result,verified,大审查/混元/HANDOVER.md:99,result,superseded,单独加大幅度 −0.048，配审计才 +0.162,单独加大幅度−0.048，配审计才+0.162**。
FIELD-DIFF,大审查/混元/HANDOVER.md:70,parameter,verified,大审查/混元/HANDOVER.md:70,result,verified,核心只有 165 行，内容分发占 8.8%,且发现核心只有165行，内容分发占8.8%**|
FIELD-DIFF,大审查/混元/HANDOVER.md:22,parameter,verified,大审查/混元/HANDOVER.md:22,verdict,verified,24 次推翻了自己的结论，**未经实验检验的直觉准确率约 50%,本项目24次推翻了自己的结论，**未经实验检验的直觉准确率约50%**。
FIELD-DIFF,大审查/混元/P0验证_展示权重爆炸.md:200,method,open,大审查/混元/P0验证_展示权重爆炸.md:200,method,verified,报告结论必须附 sd 与逐 seed 分布**；效应量 <0.09 不与噪声区分,报告结论必须附sd与逐seed分布**；效应量<0.09不与噪声区分|E128|
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:170,hypothesis,open,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:170,parameter,open,δ=0.01 未标定**。不同世界的效应量不同，δ 应随噪声水平调整,δ=0.01未标定**。不同世界的效应量不同，δ应随噪声水平调整
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:164,method,open,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:164,verdict,verified,先判别状态，再选动作；不要为所有状态选同一个动作,先判别状态，再选动作；不要为所有状态选同一个动作。**
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:139,method,open,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:139,method,verified,回退/回滚不是无条件正确的动作。必须先判别退化原因（配置跑飞 vs 世界变了），二者应对相反,回退/回滚不是无条件正确的动作。必须先判别退化原因（配置跑飞vs世界变了），二者应对相反。**|
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:76,result,open,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:76,result,verified,配置跑飞时回退的收益（+0.179）是漂移时损失（−0.080）的 **2.2 倍,配置跑飞时回退的收益（+0.179）是漂移时损失（−0.080）的**2.2倍**——
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:49,result,open,大审查/混元/bootstrap_自演化推演_第二十八轮-网页端.md:49,verdict,verified,"E27 的实现还""作弊""了（用真值挑最优历史点）也只得到 +0.0017 的差","E27的实现还""作弊""了（用真值挑最优历史点）也只得到+0.0017的差。"
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮.md:110,method,open,大审查/混元/bootstrap_自演化推演_第二十八轮.md:110,method,verified,并行轮协调成本**：本地与网页端在同一窗口各自做了第二十八轮，导致 2a 重复测量且本地版用了缺陷实现。若接手时 v4 ,接手外来实验线时应先确认有没有更新的并行产出再开工**
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮.md:77,method,open,大审查/混元/bootstrap_自演化推演_第二十八轮.md:77,method,verified,重测前先审实现资质——实现被否过的结论，加大样本不是补救，换正确场景重测才是,重测前先审实现资质——实现被否过的结论，加大样本不是补救，换正确场景重测才是**
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮.md:72,method,open,大审查/混元/bootstrap_自演化推演_第二十八轮.md:72,method,verified,"凡涉及审计/门控的结论，必须报告触发次数**，触发不足的""无效""结论一律视为未测","凡涉及审计/门控的结论，必须报告触发次数**，触发不足的""无效""结论一律视为未测。"
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮.md:65,hypothesis,open,大审查/混元/bootstrap_自演化推演_第二十八轮.md:65,verdict,verified,"防御机制的隐性代价在原设计里被""审计没触发""掩盖——测量工具的盲区恰好只放过伤害一侧","防御机制的隐性代价在原设计里被""审计没触发""掩盖——测量工具的盲区恰好只放过伤害一侧。"
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十八轮.md:17,result,verified,大审查/混元/bootstrap_自演化推演_第二十八轮.md:17,verdict,verified,strict 审计从「无效」改判「在漂移世界有害（本地 t=−2.60 / 网页端 t=−2.98，双实现互证,strict审计从「无效」改判「在漂移世界有害（本地t=−2.60/网页端t=−2.98，双实现互证）」；
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十七轮.md:137,method,open,大审查/混元/bootstrap_自演化推演_第二十七轮.md:137,method,verified,配对设计至少 20 对；检测 <0.03 的效应需 44+ 对,配对设计至少20对；检测<0.03的效应需44+对**|样本量计算|
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十七轮.md:136,method,open,大审查/混元/bootstrap_自演化推演_第二十七轮.md:136,method,verified,报告任何结论必须给 sd / 标准误 / t 值**，不能只报均值,报告任何结论必须给sd/标准误/t值**，不能只报均值|本轮|
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十七轮.md:76,result,verified,大审查/混元/bootstrap_自演化推演_第二十七轮.md:76,parameter,verified,10 种子时标准误 = 0.0222  →  可检出的最小效应 ≈ 0.062,10种子时标准误=0.0222→可检出的最小效应≈0.062
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十七轮.md:6,verdict,open,大审查/混元/bootstrap_自演化推演_第二十七轮.md:6,verdict,verified,比 P0 严重得多的问题。它威胁此前全部 125 个实验的结论,这是一个比P0严重得多的问题。它威胁此前全部125个实验的结论。**
FIELD-DIFF,大审查/混元/bootstrap_自演化推演_第二十六轮.md:181,hypothesis,open,大审查/混元/bootstrap_自演化推演_第二十六轮.md:181,result,open,不是通过 writalloc 传导的**——真正的传导路径本轮未识别,不是通过writalloc传导的**——真正的传导路径本轮未识别
