kind,from,relation_or_universes,anchor,quote_or_note
B-关系动词,DS-STAT-PROTO,forked_from,大审查/deepseek/交接包_零损失/doc/结果_统计协议_full.md:46,| H2（裸演化自报膨胀） | 部分支持：30 代 spur 窗口 gap 2.2×；40 代收敛 → 稳定机制见探针3(E81) |
B-关系动词,DS-STAT-PROTO,replicates,大审查/deepseek/交接包_零损失/doc/结果_统计协议_full.md:53,| H9（复合危险） | 增益有限、无额外伤害；E80 负交互未复现（需更强构造） |
B-关系动词,DS-SYN-R1,supersedes,大审查/deepseek/交接包_零损失/doc/结果_综合实验报告_第一轮与探针.md:15,5/5 场景、≥83% 种子、真值集净增益 +0.13~+0.46（recall 单位）——修正架构稳定优于静态库
B-关系动词,DS-SYN-R1,replicates,大审查/deepseek/交接包_零损失/doc/结果_综合实验报告_第一轮与探针.md:136,clean（无 links/无重复）：检测零簇 → 零操作 → 与 gated 逐位一致（u_audit/gap/redun 全同）→ **无结构时重组零收益零
B-关系动词,DS-SYN-R1,motivated_by,大审查/deepseek/交接包_零损失/doc/结果_综合实验报告_第一轮与探针.md:137,**H7 支持（场景依赖）**，与 E6/E28 自洽；有效方案=利用已有可观测量（links+重复度），非发明启发式（E73 家族）
B-关系动词,DS-SYN-R1,replicates,大审查/deepseek/交接包_零损失/doc/结果_综合实验报告_第一轮与探针.md:239,"**E80 负交互(v4<v3)未复现**——需多次采纳累积/污染晋升门+margin 放松路径才可能触发; ""引擎额外伤害≈0""(全臂 uA_true==st"
B-关系动词,DS-ROADMAP,refutes,大审查/deepseek/交接包_零损失/doc/路线图_下一步与架构演进.md:3,依据：本系列全部实验（结项总报告）+ 自演化推演总报告的 27 红线 / 12 条被证伪方案 / 3 条不可能性。
B-关系动词,DS-ROADMAP,contradicts,大审查/deepseek/交接包_零损失/doc/路线图_下一步与架构演进.md:22,[灰] H3 Pareto 抗遗忘：算子×阶跃死区(M1) + 顺序保持权重空间无冲突(M2)
B-关系动词,DS-ROADMAP,replicates,大审查/deepseek/交接包_零损失/doc/路线图_下一步与架构演进.md:40,[黄] H9 复合危险：增益有限、无额外伤害；E80 负交互未复现
B-关系动词,DS-ROADMAP,replicates,大审查/deepseek/交接包_零损失/doc/路线图_下一步与架构演进.md:63,| N1 | 复合×judge 污染（晋升门用被污染金标） | E80 负交互何时触发；审计在复合中的兑付 | composite + hold=judge 感
B-关系动词,DS-ROADMAP,replicates,大审查/deepseek/交接包_零损失/doc/路线图_下一步与架构演进.md:69,| N7 | v3 缺陷回归套件（并发/截断/跨层） | 报告第一部分 P0/P1 在本架构下的后果 | 把 4 个 P0+代表 P1 写成测试，演化引擎并发驱
B-关系动词,DS-ROADMAP,contradicts,大审查/deepseek/交接包_零损失/doc/路线图_下一步与架构演进.md:93,"D8 自指受控实验：允许系统短暂修改""展示""，但强制 dual-report（感知与真值同报），验证负强化能否替代一次审计（与红线冲突，须在受控沙盒 + 能力面"
B-关系动词,DS-ROADMAP,refutes,大审查/deepseek/交接包_零损失/doc/路线图_下一步与架构演进.md:105,"已证伪清单（12 条）新成员（本系列）：近因加权毒药(E14c 已并入设计)、层次化归并(E28 报告已证伪, 未重跑)、词面冗余度指标(M9)。"
B-关系动词,DS-FINAL,contradicts,大审查/deepseek/交接包_零损失/doc/结果_结项总报告_完整版.md:124,"**机制发现 M2**：单参数、顺序保持的权重空间无法表达""改进 A 伤害 B""的参数冲突；要触发遗忘需 judge 通道不随域更新（旧时代高名义=新时代噪声）"
B-关系动词,DS-FINAL,replicates,大审查/deepseek/交接包_零损失/doc/结果_结项总报告_完整版.md:160,E81 复现：锚定审计来自被污染的同源 judge（自洽性检查）→ **0 次触发**，自报 0.67→0.77、真值在变差
B-关系动词,DS-FINAL,replicates,大审查/deepseek/交接包_零损失/doc/结果_结项总报告_完整版.md:161,E81c 复现：周期性真值抽样 **≤3 代检出并回退**（5/8 种子触发），真值终局=static、w_show 拉回 ≈1.0
B-关系动词,DS-FINAL,replicates,大审查/deepseek/交接包_零损失/doc/结果_结项总报告_完整版.md:212,"**E80 的护栏负交互（v4<v3）未复现**（归因：单一主导改进采纳机会少 + 晋升门 hold=真值较 v4 保守 + 审计 0 触发；负交互更可能需""污"
B-关系动词,DS-FINAL,supersedes,大审查/deepseek/交接包_零损失/doc/结果_结项总报告_完整版.md:333,**可行性**：修正架构驱动的记忆库自演化在不破坏记忆一致性的前提下稳定优于静态库——F1 5/5 PASS（12×40）；四项能力全部走真实代码路径并零违例；
B-关系动词,DS-FINAL,replicates,大审查/deepseek/交接包_零损失/doc/结果_结项总报告_完整版.md:335,**边界**：注意力门槛存在且 S 形、须按实际系统标定；复合危险（≥3）下增益有限、无额外伤害、E80 级负交互未复现（需更强构造）；最深的机制约束与总报告一
B-关系动词,DS-SUM-V31,supersedes,大审查/deepseek/交接包_零损失/doc/对外完整版总报告_v3.1.0.md:21,**可行且值得**——修正架构（两级门控 + Pareto 历史档案 + 停摆监控 + 真值抽样审计 + 实测 importance + 行层重组）在 12×4
B-关系动词,DS-SUM-V31,contradicts,大审查/deepseek/交接包_零损失/doc/对外完整版总报告_v3.1.0.md:26,"**孤立的单通道必然被同源污染；""不一致""是系统唯一可靠的自指信号**（D1 多源分歧 / D2 gap 统计 / D4 假设级 τ 早警）"
B-关系动词,DS-SUM-V31,supersedes,大审查/deepseek/交接包_零损失/doc/对外完整版总报告_v3.1.0.md:109,| F1-F8 | 除 F3(H3)外全 PASS；F3 改判：判别条件成立时 PASS |
B-关系动词,DS-SUM-V31,supersedes,大审查/deepseek/交接包_零损失/doc/对外完整版总报告_v3.1.0.md:120,X1 parity 门 · X2 regex match→search · X3 mutate 漏 w_show · X4 E81 单调化 · X5 budge
B-关系动词,DS-SUM-V31,motivated_by,大审查/deepseek/交接包_零损失/doc/对外完整版总报告_v3.1.0.md:133,不可能性回应：无法同源自证（E81）→ 独立真值抽样+异质标注；无法自知失败（E78）→ 双通道 gap/τ 统计；自主性有注意力门槛（E64/H8）→ 预算账
B-关系动词,DS-SUM-V31,contradicts,大审查/deepseek/交接包_零损失/doc/对外完整版总报告_v3.1.0.md:139,最深约束=同源标尺无法自证——工程解是让不一致可见、可触发、有代价（分层：假设早警→低频真值确认→惩罚回退），并把过程做成可回放、可签入、可回查的界面（D6/D
B-关系动词,DS-SUM-V31,replicates,大审查/deepseek/交接包_零损失/doc/对外完整版总报告_v3.1.0.md:159,本附录把全部原始实验文档逐份并入（保留原文，前加来源注记）：设计、环境、验证链、每一实验的配置-结果-结论-诚实记录-产物-复现命令
